name	bio.tools_id	id	description	tool_shed_repository	panel_section_name	edam_topics	edam_operations		
Kraken2		toolshed.g2.bx.psu.edu/repos/iuc/kraken2/kraken2/2.1.1+galaxy1	assign taxonomic labels to sequencing reads	kraken2	Metagenomic Analysis		
Kraken		toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.3.1	assign taxonomic labels to sequencing reads	kraken	Metagenomic Analysis		
Kraken-report		toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.3.1	view sample report of a classification	kraken_report	Metagenomic Analysis		
Kraken-mpa-report		toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-mpa-report/1.2.4	view report of classification for multiple samples	kraken_report	Metagenomic Analysis		
MetaPhlAn		toolshed.g2.bx.psu.edu/repos/iuc/metaphlan/metaphlan/3.0.14+galaxy0	to profile the composition of microbial communities	metaphlan	Metagenomic Analysis		
Extract the marker sequences and metadata		toolshed.g2.bx.psu.edu/repos/iuc/extract_metaphlan_database/extract_metaphlan_database/3.0.14+galaxy0	from the MetaPhlAn database	extract_metaphlan_database	Metagenomic Analysis		
MetaBAT2		toolshed.g2.bx.psu.edu/repos/iuc/metabat2/metabat2/2.15+galaxy0	metagenome binning	metabat2	Metagenomic Analysis		
Convert Kraken		toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.1	data to Galaxy taxonomy representation	kraken2tax	Metagenomic Analysis		
Kraken-translate		toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.3.1	convert taxonomy IDs to names	kraken_translate	Metagenomic Analysis		
Kraken-filter		toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.3.1	filter classification by confidence score	kraken_filter	Metagenomic Analysis		
Krona pie chart		toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.7.1	from taxonomic profile	taxonomy_krona_chart	Metagenomic Analysis		
Kraken taxonomic report		toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2	view report of classification for multiple samples	kraken_taxonomy_report	Metagenomic Analysis		
InStrain Profile		toolshed.g2.bx.psu.edu/repos/iuc/instrain_profile/instrain_profile/1.5.3+galaxy0	Creates an inStrain profile (microdiversity analysis) from a mapping file	instrain_profile	Metagenomic Analysis		
dada2: plotQualityProfile		toolshed.g2.bx.psu.edu/repos/iuc/dada2_plotqualityprofile/dada2_plotQualityProfile/1.20+galaxy0	plot a visual summary of the quality scores	dada2_plotqualityprofile	Metagenomic Analysis		
dada2: mergePairs		toolshed.g2.bx.psu.edu/repos/iuc/dada2_mergepairs/dada2_mergePairs/1.20+galaxy0	Merge denoised forward and reverse reads	dada2_mergepairs	Metagenomic Analysis		
dada2: assignTaxonomy and addSpecies		toolshed.g2.bx.psu.edu/repos/iuc/dada2_assigntaxonomyaddspecies/dada2_assignTaxonomyAddspecies/1.20+galaxy0	Learn Error rates	dada2_assigntaxonomyaddspecies	Metagenomic Analysis		
dada2: makeSequenceTable		toolshed.g2.bx.psu.edu/repos/iuc/dada2_makesequencetable/dada2_makeSequenceTable/1.20+galaxy0	construct a sequence table (analogous to OTU table)	dada2_makesequencetable	Metagenomic Analysis		
dada2: learnErrors		toolshed.g2.bx.psu.edu/repos/iuc/dada2_learnerrors/dada2_learnErrors/1.20+galaxy0	Learn Error rates	dada2_learnerrors	Metagenomic Analysis		
dada2: removeBimeraDenovo		toolshed.g2.bx.psu.edu/repos/iuc/dada2_removebimeradenovo/dada2_removeBimeraDenovo/1.20+galaxy0	Remove bimeras from collections of unique sequences	dada2_removebimeradenovo	Metagenomic Analysis		
dada2: dada		toolshed.g2.bx.psu.edu/repos/iuc/dada2_dada/dada2_dada/1.20+galaxy0	Remove sequencing errors	dada2_dada	Metagenomic Analysis		
dada2: filterAndTrim		toolshed.g2.bx.psu.edu/repos/iuc/dada2_filterandtrim/dada2_filterAndTrim/1.20+galaxy0	Filter and trim short read data	dada2_filterandtrim	Metagenomic Analysis		
Make strain profiles		toolshed.g2.bx.psu.edu/repos/iuc/humann_strain_profiler/humann_strain_profiler/3.0.0+galaxy1		humann_strain_profiler	Metagenomic Analysis		
Split a HUMAnN table		toolshed.g2.bx.psu.edu/repos/iuc/humann_split_stratified_table/humann_split_stratified_table/3.0.0+galaxy1	into 2 tables (one stratified and one unstratified)	humann_split_stratified_table	Metagenomic Analysis		
Rename features		toolshed.g2.bx.psu.edu/repos/iuc/humann_rename_table/humann_rename_table/3.0.0+galaxy1	of a HUMAnN generated table	humann_rename_table	Metagenomic Analysis		
Join (merge)		toolshed.g2.bx.psu.edu/repos/iuc/humann_join_tables/humann_join_tables/3.0.0+galaxy1	gene, pathway, or taxonomy HUMAnN/MetaPhlAn tables into a single table	humann_join_tables	Metagenomic Analysis		
Perform metadata association		toolshed.g2.bx.psu.edu/repos/iuc/humann_associate/humann_associate/3.0.0+galaxy1	on HUMAnN generated table	humann_associate	Metagenomic Analysis		
Regroup		toolshed.g2.bx.psu.edu/repos/iuc/humann_regroup_table/humann_regroup_table/3.0.0+galaxy1	HUMAnN table features	humann_regroup_table	Metagenomic Analysis		
HUMAnN		toolshed.g2.bx.psu.edu/repos/iuc/humann/humann/3.0.0+galaxy1	to profile presence/absence and abundance of microbial pathways and gene families	humann	Metagenomic Analysis		
Split		toolshed.g2.bx.psu.edu/repos/iuc/humann_split_table/humann_split_table/3.0.0+galaxy1	a merged HUMAnN table	humann_split_table	Metagenomic Analysis		
Renormalize		toolshed.g2.bx.psu.edu/repos/iuc/humann_renorm_table/humann_renorm_table/3.0.0+galaxy1	a HUMAnN generated table	humann_renorm_table	Metagenomic Analysis		
Barplot		toolshed.g2.bx.psu.edu/repos/iuc/humann_barplot/humann_barplot/3.0.0+galaxy1	stratified HUMAnN features	humann_barplot	Metagenomic Analysis		
Salmonella Subtyping		toolshed.g2.bx.psu.edu/repos/iuc/bio_hansel/bio_hansel/2.6.1+galaxy0		bio_hansel	Metagenomic Analysis		
jellyfish		toolshed.g2.bx.psu.edu/repos/iuc/jellyfish/jellyfish/2.3.0+galaxy0		jellyfish	Metagenomic Analysis		
HUMAnN2		toolshed.g2.bx.psu.edu/repos/iuc/humann2/humann2/0.11.1.3	to profile presence/absence and abundance of microbial pathways and gene families	humann2	Metagenomic Analysis		
LASTdb		toolshed.g2.bx.psu.edu/repos/iuc/last/last_db/1205+galaxy0	prepares sequences for subsequent comparison and alignment using lastal.	last	Metagenomic Analysis		
LAST-split		toolshed.g2.bx.psu.edu/repos/iuc/last/last_split/1205+galaxy0	"finds ""split alignments"" (typically for DNA) or ""spliced alignments"" (typically for RNA)."	last	Metagenomic Analysis		
LAST-train		toolshed.g2.bx.psu.edu/repos/iuc/last/last_train/1205+galaxy0	finds the rates (probabilities) of insertion, deletion, and substitutions between two sets of sequences.	last	Metagenomic Analysis		
MAF-convert		toolshed.g2.bx.psu.edu/repos/iuc/last/last_maf_convert/1205+galaxy0	read MAF-format alignments and write them in another format.	last	Metagenomic Analysis		
khmer: Abundance Distribution (all-in-one)		toolshed.g2.bx.psu.edu/repos/iuc/khmer_abundance_distribution_single/khmer_abundance_distribution_single/3.0.0a3+galaxy2	Calculate abundance distribution of k-mers	khmer_abundance_distribution_single	Metagenomic Analysis		
khmer: Sequence partition all-in-one		toolshed.g2.bx.psu.edu/repos/iuc/khmer_partition/khmer_partition/3.0.0a3+galaxy2	Load, partition, and annotate sequences	khmer_partition	Metagenomic Analysis		
khmer: Count Median		toolshed.g2.bx.psu.edu/repos/iuc/khmer_count_median/khmer_count_median/3.0.0a3+galaxy2	Count the median/avg k-mer abundance for each sequence	khmer_count_median	Metagenomic Analysis		
khmer: Abundance Distribution		toolshed.g2.bx.psu.edu/repos/iuc/khmer_abundance_distribution/khmer_abundance_distribution/3.0.0a3+galaxy2	Calculate abundance distribution of k-mers using pre-made k-mer countgraphs	khmer_abundance_distribution	Metagenomic Analysis		
khmer: Filter reads		toolshed.g2.bx.psu.edu/repos/iuc/khmer_filter_below_abundance_cutoff/khmer_filter_below_abundance_cutoff/3.0.0a3+galaxy2	below k-mer abundance of 50	khmer_filter_below_abundance_cutoff	Metagenomic Analysis		
khmer: Filter reads		toolshed.g2.bx.psu.edu/repos/iuc/khmer_filter_abundance/khmer_filter_abundance/3.0.0a3+galaxy2	by minimal k-mer abundance	khmer_filter_abundance	Metagenomic Analysis		
staramr		toolshed.g2.bx.psu.edu/repos/nml/staramr/staramr_search/0.7.2+galaxy0	Scans genome assemblies against the ResFinder, PlasmidFinder, and PointFinder databases searching for AMR genes.	staramr	Metagenomic Analysis		
Scoary		toolshed.g2.bx.psu.edu/repos/iuc/scoary/scoary/1.6.16+galaxy0	calculates the assocations between all genes in the accessory genome and the traits	scoary	Metagenomic Analysis		
khmer: Extract partitions		toolshed.g2.bx.psu.edu/repos/iuc/khmer_extract_partitions/khmer_extract_partitions/3.0.0a3+galaxy2	Separate sequences that are annotated with partitions into grouped files	khmer_extract_partitions	Metagenomic Analysis		
khmer: Normalize By Median		toolshed.g2.bx.psu.edu/repos/iuc/khmer_normalize_by_median/khmer_normalize_by_median/3.0.0a3+galaxy2	Filter reads using digital normalization via k-mer abundances	khmer_normalize_by_median	Metagenomic Analysis		
Reduce		toolshed.g2.bx.psu.edu/repos/iuc/humann_reduce_table/humann_reduce_table/3.0.0+galaxy1	a joined HUMAnN table	humann_reduce_table	Metagenomic Analysis		
Normalize		toolshed.g2.bx.psu.edu/repos/iuc/humann_rna_dna_norm/humann_rna_dna_norm/3.0.0+galaxy1	combined meta'omic sequencing data	humann_rna_dna_norm	Metagenomic Analysis		
Unpack pathway abundances		toolshed.g2.bx.psu.edu/repos/iuc/humann_unpack_pathways/humann_unpack_pathways/3.0.0+galaxy1	to show the genes for each	humann_unpack_pathways	Metagenomic Analysis		
mash screen		toolshed.g2.bx.psu.edu/repos/iuc/mash/mash_screen/2.3+galaxy3	determines how well query sequences are contained within a pool of sequences	mash	Metagenomic Analysis		
dada2: sequence counts		toolshed.g2.bx.psu.edu/repos/iuc/dada2_seqcounts/dada2_seqCounts/1.20+galaxy0		dada2_seqcounts	Metagenomic Analysis		
dada2: plotComplexity		toolshed.g2.bx.psu.edu/repos/iuc/dada2_plotcomplexity/dada2_plotComplexity/1.20+galaxy0	Plot sequence complexity profile	dada2_plotcomplexity	Metagenomic Analysis		
InStrain Compare		toolshed.g2.bx.psu.edu/repos/iuc/instrain_compare/instrain_compare/1.5.3+galaxy0	Compares multiple inStrain profiles (popANI, coverage_overlap, etc.)	instrain_compare	Metagenomic Analysis		
MT2MQ		toolshed.g2.bx.psu.edu/repos/galaxyp/mt2mq/mt2mq/1.0	Tool to prepare metatranscriptomic outputs from ASaiM for Metaquantome	mt2mq	Metagenomic Analysis		
Join		toolshed.g2.bx.psu.edu/repos/iuc/humann2_join_tables/humann2_join_tables/0.11.1.2	HUMAnN2 generated tables	humann2_join_tables	Metagenomic Analysis		
VSearch search		toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_search/2.8.3.1		vsearch	Metagenomic Analysis		
Associate		toolshed.g2.bx.psu.edu/repos/iuc/humann2_associate/humann2_associate/0.11.1.1	HUMAnN2 functions with metadata	humann2_associate	Metagenomic Analysis		
Barplot		toolshed.g2.bx.psu.edu/repos/iuc/humann2_barplot/humann2_barplot/0.11.1.1	stratified HUMAnN2 features	humann2_barplot	Metagenomic Analysis		
Create a genus level gene families file		toolshed.g2.bx.psu.edu/repos/iuc/humann2_genefamilies_genus_level/humann2_genefamilies_genus_level/0.11.1.1		humann2_genefamilies_genus_level	Metagenomic Analysis		
Reduce		toolshed.g2.bx.psu.edu/repos/iuc/humann2_reduce_table/humann2_reduce_table/0.11.1.1	a HUMAnN2 generated table	humann2_reduce_table	Metagenomic Analysis		
Regroup		toolshed.g2.bx.psu.edu/repos/iuc/humann2_regroup_table/humann2_regroup_table/0.11.1.1	a HUMAnN2 generated table by features	humann2_regroup_table	Metagenomic Analysis		
Rename		toolshed.g2.bx.psu.edu/repos/iuc/humann2_rename_table/humann2_rename_table/0.11.1.1	features of a HUMAnN2 generated table	humann2_rename_table	Metagenomic Analysis		
Renormalize		toolshed.g2.bx.psu.edu/repos/iuc/humann2_renorm_table/humann2_renorm_table/0.11.1.1	a HUMAnN2 generated table	humann2_renorm_table	Metagenomic Analysis		
Normalize		toolshed.g2.bx.psu.edu/repos/iuc/humann2_rna_dna_norm/humann2_rna_dna_norm/0.11.1.1	combined meta'omic sequencing data	humann2_rna_dna_norm	Metagenomic Analysis		
Split stratified table		toolshed.g2.bx.psu.edu/repos/iuc/humann2_split_stratified_table/humann2_split_stratified_table/0.11.1.1		humann2_split_stratified_table	Metagenomic Analysis		
Split		toolshed.g2.bx.psu.edu/repos/iuc/humann2_split_table/humann2_split_table/0.11.1.1	a HUMAnN2 generated table	humann2_split_table	Metagenomic Analysis		
Make strain profiles		toolshed.g2.bx.psu.edu/repos/iuc/humann2_strain_profiler/humann2_strain_profiler/0.11.1.1		humann2_strain_profiler	Metagenomic Analysis		
Unpack pathway abundances to show genes included		toolshed.g2.bx.psu.edu/repos/iuc/humann2_unpack_pathways/humann2_unpack_pathways/0.11.1.1		humann2_unpack_pathways	Metagenomic Analysis		
MetaGeneAnnotator		toolshed.g2.bx.psu.edu/repos/galaxyp/metagene_annotator/metagene_annotator/1.0.0	gene-finding program for prokaryote and phage (used by sixgill)	metagene_annotator	Metagenomic Analysis		
mash sketch		toolshed.g2.bx.psu.edu/repos/iuc/mash_sketch/mash_sketch/2.1+galaxy0	Create a reduced representation of a sequence or set of sequences, based on min-hashes	mash_sketch	Metagenomic Analysis		
sixgill merge		toolshed.g2.bx.psu.edu/repos/galaxyp/sixgill/sixgill_merge/0.2.4.0	metapeptide databases	sixgill	Metagenomic Analysis		
sixgill filter		toolshed.g2.bx.psu.edu/repos/galaxyp/sixgill/sixgill_filter/0.2.4.0	a metapeptide database	sixgill	Metagenomic Analysis		
sixgill build		toolshed.g2.bx.psu.edu/repos/galaxyp/sixgill/sixgill_build/0.2.4.0	a metapeptide database from metagenome fastq files	sixgill	Metagenomic Analysis		
sixgill makefasta		toolshed.g2.bx.psu.edu/repos/galaxyp/sixgill/sixgill_makefasta/0.2.4.0	from a metapeptide database	sixgill	Metagenomic Analysis		
CAT contigs		toolshed.g2.bx.psu.edu/repos/iuc/cat_contigs/cat_contigs/5.0.3.1	annotate with taxonomic classification	cat_contigs	Metagenomic Analysis		
CAT bins		toolshed.g2.bx.psu.edu/repos/iuc/cat_bins/cat_bins/5.0.3.1	annotate with taxonomic classification	cat_bins	Metagenomic Analysis		
CAT add_names		toolshed.g2.bx.psu.edu/repos/iuc/cat_add_names/cat_add_names/5.0.3.0	annotate with taxonomic names	cat_add_names	Metagenomic Analysis		
CAT summarise		toolshed.g2.bx.psu.edu/repos/iuc/cat_summarise/cat_summarise/5.0.3.0	the number of contigs or bins assigned to each taxonomic name	cat_summarise	Metagenomic Analysis		
CAT prepare		toolshed.g2.bx.psu.edu/repos/iuc/cat_prepare/cat_prepare/5.0.3.0	a database for CAT - Contig Annotation Tool	cat_prepare	Metagenomic Analysis		
MaxBin2		toolshed.g2.bx.psu.edu/repos/mbernt/maxbin2/maxbin2/2.2.7+galaxy2	clusters metagenomic contigs into bins	maxbin2	Metagenomic Analysis		
Group abundances		toolshed.g2.bx.psu.edu/repos/bebatut/group_humann2_uniref_abundances_to_go/group_humann2_uniref_abundances_to_go/1.2.3	of UniRef50 gene families obtained (HUMAnN2 output) to Gene Ontology (GO) slim terms	group_humann2_uniref_abundances_to_go	Metagenomic Analysis		
PlasFlow		toolshed.g2.bx.psu.edu/repos/iuc/plasflow/PlasFlow/1.0	Prediction of plasmid sequences in metagenomic contigs	plasflow	Metagenomic Analysis		
Vegan Diversity		toolshed.g2.bx.psu.edu/repos/iuc/vegan_diversity/vegan_diversity/2.4-3	index	vegan_diversity	Metagenomic Analysis		
Vegan Fisher Alpha		toolshed.g2.bx.psu.edu/repos/iuc/vegan_fisher_alpha/vegan_fisher_alpha/2.4-3	index	vegan_fisher_alpha	Metagenomic Analysis		
Vegan Rarefaction		toolshed.g2.bx.psu.edu/repos/iuc/vegan_rarefaction/vegan_rarefaction/2.4-3	curve and statistics	vegan_rarefaction	Metagenomic Analysis		
VSearch sorting		toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/2.8.3.0		vsearch	Metagenomic Analysis		
VSearch chimera detection		toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/2.8.3.0		vsearch	Metagenomic Analysis		
VSearch clustering		toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/2.8.3.0		vsearch	Metagenomic Analysis		
VSearch masking		toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_masking/2.8.3.0		vsearch	Metagenomic Analysis		
VSearch alignment		toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/2.8.3.0		vsearch	Metagenomic Analysis		
VSearch dereplication		toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/2.8.3.0		vsearch	Metagenomic Analysis		
VSearch shuffling		toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_shuffling/2.8.3.0		vsearch	Metagenomic Analysis		
Compare outputs of HUMAnN2 for several samples		toolshed.g2.bx.psu.edu/repos/bebatut/compare_humann2_output/compare_humann2_output/0.1.0	and extract similar and specific information	compare_humann2_output	Metagenomic Analysis		
Combine MetaPhlAn2 and HUMAnN2 outputs		toolshed.g2.bx.psu.edu/repos/bebatut/combine_metaphlan2_humann2/combine_metaphlan2_humann2/0.1.0	to relate genus/species abundances and gene families/pathways abundances	combine_metaphlan2_humann2	Metagenomic Analysis		
Format MetaPhlAn2		toolshed.g2.bx.psu.edu/repos/bebatut/format_metaphlan2_output/format_metaphlan2_output/0.1.0	output to extract abundance at different taxonomic levels	format_metaphlan2_output	Metagenomic Analysis		
VALET		toolshed.g2.bx.psu.edu/repos/iuc/valet/valet/1.0.0	to detect mis-assemblies in metagenomic assemblies	valet	Metagenomic Analysis		
Nonpareil		toolshed.g2.bx.psu.edu/repos/iuc/nonpareil/nonpareil/3.1.1.0	to estimate average coverage and generate Nonpareil curves	nonpareil	Metagenomic Analysis		
MetaPhlAn2		toolshed.g2.bx.psu.edu/repos/iuc/metaphlan2/metaphlan2/2.6.0.0	to profile the composition of microbial communities	metaphlan2	Metagenomic Analysis		
Format MetaPhlAn2		toolshed.g2.bx.psu.edu/repos/iuc/metaphlan2krona/metaphlan2krona/2.6.0.0	output for Krona	metaphlan2krona	Metagenomic Analysis		
Generate heatmap		toolshed.g2.bx.psu.edu/repos/iuc/metaphlan_hclust_heatmap/metaphlan_hclust_heatmap/2.6.0.0	with hierarchical clustering of both samplesand microbial clades for MetaPhlAn2	metaphlan_hclust_heatmap	Metagenomic Analysis		
metagenomeSeq Normalization		toolshed.g2.bx.psu.edu/repos/iuc/metagenomeseq_normalization/metagenomeseq_normalizaton/1.16.0-0.0.1	Cumulative sum scaling	metagenomeseq_normalization	Metagenomic Analysis		
Collapse samples		toolshed.g2.bx.psu.edu/repos/iuc/qiime_collapse_samples/qiime_collapse_samples/1.9.1.0	Collapse samples in a BIOM table and mapping file	qiime_collapse_samples	Qiime		
Make OTU table		toolshed.g2.bx.psu.edu/repos/iuc/qiime_make_otu_table/qiime_make_otu_table/1.9.1.0	Make an OTU table from an OTU map and a taxonomy assignment file	qiime_make_otu_table	Qiime		
Perform open-reference OTU picking		toolshed.g2.bx.psu.edu/repos/iuc/qiime_pick_open_reference_otus/qiime_pick_open_reference_otus/1.9.1.0	(pick_open_reference_otus)	qiime_pick_open_reference_otus	Qiime		
Closed-reference OTU picking		toolshed.g2.bx.psu.edu/repos/iuc/qiime_pick_closed_reference_otus/qiime_pick_closed_reference_otus/1.9.1.0	Shotgun UniFrac workflow (pick_closed_reference_otus)	qiime_pick_closed_reference_otus	Qiime		
Count the sequences		toolshed.g2.bx.psu.edu/repos/iuc/qiime_count_seqs/qiime_count_seqs/1.9.1.0	in a fasta file (count_seqs)	qiime_count_seqs	Qiime		
Format Fastq sequences and barcode data		toolshed.g2.bx.psu.edu/repos/iuc/qiime_extract_barcodes/qiime_extract_barcodes/1.9.1.0	(extract_barcodes)	qiime_extract_barcodes	Qiime		
Count sequences		toolshed.g2.bx.psu.edu/repos/iuc/count_seqs/count_seqs/1.9.1.0	Count the sequences in a fasta file	count_seqs	Qiime		
Create three-dimensional PCoA plots		toolshed.g2.bx.psu.edu/repos/iuc/qiime_make_emperor/qiime_make_emperor/1.9.1.0	to be visualized with Emperor (make_emperor)	qiime_make_emperor	Qiime		
Plot heatmap of OTU table		toolshed.g2.bx.psu.edu/repos/iuc/qiime_make_otu_heatmap/qiime_make_otu_heatmap/1.9.1.0	(make_otu_heatmap)	qiime_make_otu_heatmap	Qiime		
Pick representative set of sequences		toolshed.g2.bx.psu.edu/repos/iuc/qiime_pick_rep_set/qiime_pick_rep_set/1.9.1.0	(pick_rep_set)	qiime_pick_rep_set	Qiime		
Run join_paired_ends on multiple files		toolshed.g2.bx.psu.edu/repos/iuc/qiime_multiple_join_paired_ends/qiime_multiple_join_paired_ends/1.9.1.0	(multiple_join_paired_ends)	qiime_multiple_join_paired_ends	Qiime		
Align sequences		toolshed.g2.bx.psu.edu/repos/iuc/qiime_align_seqs/qiime_align_seqs/1.9.1.0	using a variety of alignment methods (align_seqs)	qiime_align_seqs	Qiime		
Perform alpha rarefaction		toolshed.g2.bx.psu.edu/repos/iuc/qiime_alpha_rarefaction/qiime_alpha_rarefaction/1.9.1.0	(alpha_rarefaction)	qiime_alpha_rarefaction	Qiime		
Perform open-reference OTU picking		toolshed.g2.bx.psu.edu/repos/iuc/pick_open_reference_otus/pick_open_reference_otus/1.9.1.0		pick_open_reference_otus	Qiime		
Perform closed-reference OTU picking		toolshed.g2.bx.psu.edu/repos/iuc/pick_closed_reference_otus/pick_closed_reference_otus/1.9.1.0		pick_closed_reference_otus	Qiime		
Run a core set of QIIME diversity analyses		toolshed.g2.bx.psu.edu/repos/iuc/qiime_core_diversity/qiime_core_diversity/1.9.1.0	(core_diversity_analyses)	qiime_core_diversity	Qiime		
Calculate alpha diversity		toolshed.g2.bx.psu.edu/repos/iuc/qiime_alpha_diversity/qiime_alpha_diversity/1.9.1.0	on each sample in an otu table, using a variety of alpha diversity metrics (alpha_diversity)	qiime_alpha_diversity	Qiime		
Split fastq libraries		toolshed.g2.bx.psu.edu/repos/iuc/qiime_split_libraries_fastq/qiime_split_libraries_fastq/1.9.1.0	to performs demultiplexing of Fastq sequence data (split_libraries_fastq)	qiime_split_libraries_fastq	Qiime		
Filter OTUs from an OTU table		toolshed.g2.bx.psu.edu/repos/iuc/qiime_filter_otus_from_otu_table/qiime_filter_otus_from_otu_table/1.9.1.0	based on their observation counts or identifier (filter_otus_from_otu_table)	qiime_filter_otus_from_otu_table	Qiime		
Perform jackknifed UPGMA clustering		toolshed.g2.bx.psu.edu/repos/iuc/qiime_jackknifed_beta_diversity/qiime_jackknifed_beta_diversity/1.9.1.0	and building jackknifed PCoA plots (jackknifed_beta_diversity)	qiime_jackknifed_beta_diversity	Qiime		
Filter taxa from an OTU table		toolshed.g2.bx.psu.edu/repos/iuc/qiime_filter_taxa_from_otu_table/qiime_filter_taxa_from_otu_table/1.9.1.0	(filter_taxa_from_otu_table)	qiime_filter_taxa_from_otu_table	Qiime		
Perform OTU picking		toolshed.g2.bx.psu.edu/repos/iuc/qiime_pick_otus/qiime_pick_otus/1.9.1.0	(pick_otus)	qiime_pick_otus	Qiime		
Analyze statistical significance of sample groupings		toolshed.g2.bx.psu.edu/repos/iuc/qiime_compare_categories/qiime_compare_categories/1.9.1.0	using distance matrices (compare_categories)	qiime_compare_categories	Qiime		
Make taxonomy summary charts		toolshed.g2.bx.psu.edu/repos/iuc/qiime_plot_taxa_summary/qiime_plot_taxa_summary/1.9.1.0	based on taxonomy assignment (plot_taxa_summary)	qiime_plot_taxa_summary	Qiime		
Build a UPGMA tree		toolshed.g2.bx.psu.edu/repos/iuc/qiime_upgma_cluster/qiime_upgma_cluster/1.9.1.0	comparing samples (upgma_cluster)	qiime_upgma_cluster	Qiime		
Filter fasta		toolshed.g2.bx.psu.edu/repos/iuc/qiime_filter_fasta/qiime_filter_fasta/1.9.1.0	to remove sequences based on input criteria (filter_fasta)	qiime_filter_fasta	Qiime		
Filter sequence alignment		toolshed.g2.bx.psu.edu/repos/iuc/qiime_filter_alignment/qiime_filter_alignment/1.9.1.0	by removing highly variable regions (filter_alignment)	qiime_filter_alignment	Qiime		
Assign taxonomy		toolshed.g2.bx.psu.edu/repos/iuc/qiime_assign_taxonomy/qiime_assign_taxonomy/1.9.1.0	to each sequence (assign_taxonomy)	qiime_assign_taxonomy	Qiime		
Make phylogeny		toolshed.g2.bx.psu.edu/repos/iuc/qiime_make_phylogeny/qiime_make_phylogeny/1.9.1.0	(make_phylogeny)	qiime_make_phylogeny	Qiime		
Summarize taxa		toolshed.g2.bx.psu.edu/repos/iuc/qiime_summarize_taxa/qiime_summarize_taxa/1.9.1.0	and store results in a new table or appended to an existing mapping file (summarize_taxa)	qiime_summarize_taxa	Qiime		
Calculate beta diversity		toolshed.g2.bx.psu.edu/repos/iuc/qiime_beta_diversity/qiime_beta_diversity/1.9.1.0	(pairwise sample dissimilarity) on one or many otu tables (beta_diversity)	qiime_beta_diversity	Qiime		
Split libraries		toolshed.g2.bx.psu.edu/repos/iuc/qiime_split_libraries/qiime_split_libraries/1.9.1.0	according to barcodes specified in mapping file (split_libraries)	qiime_split_libraries	Qiime		
Filters samples from an OTU table		toolshed.g2.bx.psu.edu/repos/iuc/qiime_filter_samples_from_otu_table/qiime_filter_samples_from_otu_table/1.9.1.0	on the basis of the number of observations in that sample, or on the basis of sample metadata (filter_samples_from_otu_table)	qiime_filter_samples_from_otu_table	Qiime		
Perform taxonomy summaries and plots		toolshed.g2.bx.psu.edu/repos/iuc/qiime_summarize_taxa_through_plots/qiime_summarize_taxa_through_plots/1.9.1.0	(summarize_taxa_through_plots)	qiime_summarize_taxa_through_plots	Qiime		
Run split_libraries_fastq on multiple files		toolshed.g2.bx.psu.edu/repos/iuc/qiime_multiple_split_libraries_fastq/qiime_multiple_split_libraries_fastq/1.9.1.0	(multiple_split_libraries_fastq)	qiime_multiple_split_libraries_fastq	Qiime		
Compute beta diversity distance matrices and generate PCoA plots		toolshed.g2.bx.psu.edu/repos/iuc/qiime_beta_diversity_through_plots/qiime_beta_diversity_through_plots/1.9.1.0	(beta_diversity_through_plots)	qiime_beta_diversity_through_plots	Qiime		
Check user's metadata mapping file		toolshed.g2.bx.psu.edu/repos/iuc/qiime_validate_mapping_file/qiime_validate_mapping_file/1.9.1.0	for required data, valid format (validate_mapping_file)	qiime_validate_mapping_file	Qiime		
Screen.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_screen_seqs/mothur_screen_seqs/1.39.5.1	Screen sequences	mothur_screen_seqs	Mothur		
Make.contigs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_contigs/mothur_make_contigs/1.39.5.1	Aligns paired forward and reverse fastq files to contigs as fasta and quality	mothur_make_contigs	Mothur		
Get.label		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_label/mothur_get_label/1.39.5.0	label names from list, sabund, or rabund file	mothur_get_label	Mothur		
Chimera.vsearch		toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_vsearch/mothur_chimera_vsearch/1.39.5.1	find potential chimeric sequences using vsearch	mothur_chimera_vsearch	Mothur		
